Progress,Duration (in seconds),Finished,UserLanguage,consent,Trolley1 ,TTrolley1_First Click,TTrolley1_Last Click,TTrolley1_Page Submit,TTrolley1_Click Count,Q204,Q205_First Click,Q205_Last Click,Q205_Page Submit,Q205_Click Count,Q206,Q207_First Click,Q207_Last Click,Q207_Page Submit,Q207_Click Count,Q208,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,TrolleySelfSacrifice,TTrolleySelfSacr_First Click,TTrolleySelfSacr_Last Click,TTrolleySelfSacr_Page Submit,TTrolleySelfSacr_Click Count,TrolleyFatMan,TTrolleyFatMan_First Click,TTrolleyFatMan_Last Click,TTrolleyFatMan_Page Submit,TTrolleyFatMan_Click Count,TrolleySelfOrOther,TTrolleySelfOrOther_First Click,TTrolleySelfOrOther_Last Click,TTrolleySelfOrOther_Page Submit,TTrolleySelfOrOther_Click Count,SurDem,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,ReasonSurDem,SurDemAut,Q178_First Click,Q178_Last Click,Q178_Page Submit,Q178_Click Count,ReasonSurDemAut,SurGen,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,ReasonSurGen,SurDemAutFuture,Q180_First Click,Q180_Last Click,Q180_Page Submit,Q180_Click Count,ReasonSurDemAutFutur,TimeVPS_First Click,TimeVPS_Last Click,TimeVPS_Page Submit,TimeVPS_Click Count,VirtualPublicSearch,TimeVSSur_First Click,TimeVSSur_Last Click,TimeVSSur_Page Submit,TimeVSSur_Click Count,VirtualSecretSurv,TimeVSS_First Click,TimeVSS_Last Click,TimeVSS_Page Submit,TimeVSS_Click Count,VirtualSecretSearch,TimePSSur_First Click,TimePSSur_Last Click,TimePSSur_Page Submit,TimePSSur_Click Count,PhysicalSecretSur ,TimePSS_First Click,TimePSS_Last Click,TimePSS_Page Submit,TimePSS_Click Count,PhysicalSecretSearch,TimePPS_First Click,TimePPS_Last Click,TimePPS_Page Submit,TimePPS_Click Count,PyhicalPublicSearch,TimingPrivacyComp_First Click,TimingPrivacyComp_Last Click,TimingPrivacyComp_Page Submit,TimingPrivacyComp_Click Count,PrivacyComparison_1,PrivacyComparison_2,PrivacyComparison_3,TimingFreeTextCompt_First Click,TimingFreeTextCompt_Last Click,TimingFreeTextCompt_Page Submit,TimingFreeTextCompt_Click Count,FreeTextComp,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6_4_TEXT,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q130_1,Q130_2,feedback,mobile
100,1063,True,EN,I consent,No,1.104,21.243,21.999,5,No,17.76,17.76,18.666,1,No,14.41,20.032,21.591,3,No,51.524,63.892,64.915,11,No,8.069,22.543,23.571,3,No,14.777,17.326,17.748,3,No,24.615,26.365,27.364,3,No,16.978,23.035,32.001,3,Can be huge pressure on minorities which destroys the democratic state concept,Yes,13.515,24.975,30.724,6,I don't think it matters to have activists in autocratic states,Yes,8.202,9.479,13.031,3,"Personally, I don't need digital privacy (at least cannot think right now, for what I would need it? I don't share naked photos..), so I don't care as long as there is no crime",Yes,7.773,10.729,12.291,3,"If it is going to be autocratic, it is already too late :)",10.972,12.034,13.785,3,Yes,14.73,21.807,22.243,7,No,6.108,6.108,6.881,1,Yes,2.708,21.248,22.119,5,No,11.62,12.177,12.549,2,No,8.345,8.345,9.518,1,Yes,8.932,203.511,204.692,13,3,5,4,3.954,95.138,96.883,9,"Surveillance of my living space will end up seeing me in all the ways possible, so it is more comprehensive and scary.",5.097,62.139,65.959,12,,4.087,6.908,23.559,2,Agree somewhat,Agree completely,"The style of the question where we compare surveillance of phone and living space with ""worse"", ""much worse"" etc. I think it looks too complicated. It can be simplified into separate questions with the following statements (don't remember the elements exactly):

- Secret surveillance of phone is ""worse than / better than / as same as"" secret surveillance of living space.
And so on...",no
100,1054,True,EN,I consent,Yes,6.857,6.857,7.493,1,Yes,9.274,9.274,11.99,1,No,25.275,25.275,26.636,1,Yes,12.627,12.627,13.212,1,Yes,66.344,66.828,67.346,2,Yes,40.853,40.853,41.528,1,"Yes, onto the track with myself",70.174,70.174,71.234,1,Yes,12.611,12.611,22.791,1,Child abusers would be caught,Yes,45.533,45.533,46.166,1,The child abusers would be caught.,No,12.939,12.939,13.509,1,Privacy would be destroyed.,Yes,16.855,16.855,17.442,1,Child abusers would be caught.,95.8,95.8,113.311,1,Yes,4.023,4.023,4.624,1,Yes,3.865,3.865,4.606,1,No,5.168,5.168,5.706,1,No,3.557,3.557,4.228,1,No,36.298,36.298,36.941,1,Yes,10.974,42.782,43.862,7,4,2,2,8.13,173.172,173.578,9,"Our smartphones have alot of private data and chats with our lived ones which would be compromised. Legitimate users privacy should be taken care of and if their private data is leaked, then the trust of the resident for the state would be decreased. ",3.692,67.284,68.97,10,,3.139,3.139,3.775,1,Neutral,Agree completely,,yes
100,1037,True,EN,I consent,Yes,21.453,21.453,22.968,1,Yes,29.094,29.094,31.509,1,No,20.74,20.74,21.961,1,Yes,27.998,27.998,34.38,1,No,13.289,13.289,14.58,1,Yes,16.422,16.422,17.49,1,"Yes, onto the track with the other person",47.515,47.515,48.648,1,No,18.505,18.505,20.266,1,"I dont think its a worth while tradeoff, CSAM can be detected without mass surveillance and activists need to be protected.",No,23.395,23.395,24.637,1,I value privacy and the rights of activists higher. CSAM can be detected in other ways without mass surveillance ,No,11.757,11.757,20.173,1,"I value privacy higher. Also, in practice this measure can achieve the ""no privacy"" part but not the ""no digital crime"" part. There will always be some crime left",No,31.075,31.075,32.891,1,,24.264,24.264,25.321,1,No,8.955,8.955,9.951,1,No,5.497,6.074,7.279,2,No,46.841,46.841,47.908,1,Yes,5.636,5.636,6.952,1,No,9.586,9.586,10.835,1,Yes,15.772,30.57,34.441,3,1,2,1,1.73,215.872,219.519,18,"Searching a smartphone with full access provides investigators a deep look into the owners personal life, their thoughts, actions, connections and so on. Not only in the recent past but often going back years or even decades. Homes are a private space as well and can say a lot about a person, but a phone is often a way deeper and more personal trove of information about someone.",6.013,48.043,50.622,5,,15.192,15.192,16.698,1,Agree completely,Agree completely,,no
100,1060,True,EN,I consent,Yes,20.771,28.759,30.157,2,Yes,20.971,47.225,48.101,3,No,20.327,21.262,22.501,2,Yes,19.401,19.401,20.267,1,No,20.575,22.336,23.301,2,Yes,19.897,20.657,21.743,2,"Yes, onto the track with the other person",20.874,35.779,38.565,2,No,20.346,21.256,22.101,2,"When there is no freedom in the society, crimes worse than child abuse will rise",No,21.094,73.29,82.596,4,,No,20.264,25.271,26.162,2,Other type of crimes that are related to privacy might increase,No,21.207,53.64,54.501,5,,12.417,23.646,24.364,3,Yes,20.139,24.921,25.646,2,No,13.329,13.329,13.996,1,Yes,16.285,16.285,16.951,1,No,20.468,24.882,25.601,2,Yes,20.437,30.66,31.601,3,Yes,7.94,76.661,77.338,14,3,3,3,1.284,33.885,33.803,22,,0.884,50.694,51.291,27,,2.24,27.957,28.866,12,Agree somewhat,Agree completely,,yes
100,1023,True,DE,I consent,No,37.747,37.747,41.137,1,No,14.44,14.44,15.865,1,No,16.594,16.594,18.597,1,No,34.053,34.053,36.143,1,Yes,24.574,24.574,32.857,1,No,19.179,19.179,20.784,1,"Yes, onto the track with myself",54.897,60.131,63.476,2,No,16.725,16.725,19.021,1,Unschuldige dürfen nicht überwacht werden.,No,22.651,22.651,24.798,1,Unschuldige werden überwacht.,No,17.657,17.657,19.432,1,"Sorgt nur sekundär dafür, dass Straftaten verhindert werden. Eine Aufklärung ist gut, aber Prävention besser.",No,14.952,72.689,77.157,3,Unschuldige werden immer noch überwacht.,5.886,7.155,10.816,2,Yes,12.899,12.899,14.254,1,No,9.293,11.918,13.719,2,Yes,26.568,26.568,28.615,1,Yes,10.387,10.387,14.46,1,No,11.179,11.179,12.64,1,Yes,6.873,54.54,56.019,5,4,4,5,1.667,1.667,79.788,1,"Der Wohnraum stellt eine Art sicheren Raum dar. Ein Smartphone oder Computer zu gewissem Grad auch, aber bei diesen kann theoretisch jeder überall auf der Welt Zugriff erhalten. -> Der Wohnraum benötigt zumindest auch physischen Zugang.",2.426,36.326,38.501,8,,13.035,13.035,38.499,1,Agree completely,Agree completely,,no
100,1099,True,EN,I consent,Yes,26.385,26.385,27.205,1,No,57.249,89.777,89.807,3,No,19.642,19.642,20.484,1,Yes,14.6,14.6,15.386,1,Yes,5.599,6.835,7.491,3,Yes,20.597,42.773,43.489,2,"Yes, onto the track with myself",15.783,26.731,27.401,2,No,4.24,4.24,5.929,1,,No,1.79,12.219,14.51,2,Even in democratic country it still could be used to spy on ordinary citizens and also software could be abused by people who have access ,No,10.961,10.961,11.856,1,"In real world all crimes won’t be solved anyway, because it will be people processing the data and making legal cases, who could be bought. But there will be definitely no privacy.",No,32.305,59.669,60.397,8,There is no intro about how the software will be used in even democratic country. It still could be used for spying on citizen who did not commit any crimes and also could be abused by people who have access to this software ,3.586,4.926,8.271,2,Yes,9.966,9.966,11.715,1,Yes,7.121,28.129,29.913,2,Yes,12.874,12.874,13.764,1,Yes,8.351,8.351,10.572,1,No,3.901,3.901,8.06,1,Yes,15.717,30.235,30.974,4,2,2,2,5.318,116.886,118.391,14,Electronic devices contain much more information about a person including personal messages,2.398,40.99,41.034,16,,4.708,5.524,6.385,2,Agree completely,Agree completely,,no
100,1065,True,DE,I consent,Yes,7.853,7.853,9.079,1,Yes,48.47,48.47,49.972,1,No,24.785,24.785,26.881,1,Yes,55.659,55.659,60.554,1,Yes,9.639,9.639,11.065,1,No,32.954,33.611,34.714,2,"Yes, onto the track with myself",12.661,12.661,15.295,1,No,30.912,30.912,56.069,1,"Ein missbrauch solcher Überwachungsmethoden für einen anderen Zweck als vorgesehen, finde ich kritisch. Selbst wenn die ""unbequemen Aktivisten"" bei einem demokratischen Staat auch selbst kritisch sein könnten",No,22.421,22.421,24.922,1,"Die negativen Auswirkungen einer solchen Überwachung in einem Staat, der diese missbraucht, würde nach meiner Meinung die positiven Effekte übersteigen. Andere Maßnahmen wären sinnvoller",No,7.918,8.934,10.874,2,Eine mögliche totale Überwachung durch jeglichen Staat ist als kritisch und potential gefährlich einzustufen,No,19.266,19.266,21.378,1,"Eine so extreme staatliche Überwachung ist gefährlich, vor allem, wenn schon aktiv die Gefahr besteht, dass die Regierung diese in Zukunft für andere Zwecke missbraucht. ",9.22,11.266,12.54,3,Yes,21.114,36.925,37.801,5,Yes,11.069,11.069,12.068,1,Yes,12.319,12.319,13.582,1,Yes,9.218,20.265,21.696,3,No,3.312,3.312,5.955,1,Yes,10.361,23.205,24.315,3,3,2,2,2.678,2.678,70.732,1,"In der heutigen Zeit befinden sich bedeutend meht Dokumente, persönliche Gespräche, Bilder etc. auf digitalen Medien. Meinen Wohnraum zu durchsuchen wäre äußerst unergiebig",1.703,21.196,24.306,5,,4.452,4.452,7.301,1,Agree completely,Agree somewhat,,no
100,1055,True,EN,I consent,Yes,25.341,25.341,26.711,1,Yes,12.069,12.069,13.008,1,No,11.207,11.207,12.732,1,Yes,18.25,18.25,28.073,1,No,9.98,9.98,11.185,1,Yes,26.939,26.939,27.9,1,"Yes, onto the track with the other person",32.618,32.618,50.791,1,No,12.769,12.769,14.516,1,,No,13.731,41.234,42.535,4,The software might be used for surveillance on topics that have nothing to do with morality. The software might be used to put people who believe in a certain ideology at risk of discrimination by robbing them of their right to privacy.,No,7.38,7.38,8.286,1,same answer as before,No,29.107,29.107,30.163,1,same answer as before,7.68,7.68,9.057,1,Yes,21.71,21.71,22.612,1,No,7.168,7.168,8.002,1,No,7.247,37.585,40.336,2,Yes,4.526,4.526,8.801,1,No,36.308,36.308,49.479,1,Yes,12.795,41.194,42.987,5,3,1,1,3.182,198.917,203.269,13,"In todays era, a persons most important assets are all stored online. you can find about about all his activities by a simple history check. phones and computers have private data such as passwords and information about its user which if falls into the hands of a wrong person might cause much more harm to the user than anything in the residence could ever do. this harm could be financial, identity theft and so much more.",3.896,45.817,46.32,9,,4.218,4.218,5.235,1,Agree completely,Agree completely,,no
100,1111,True,DE,I consent,No,16.276,16.276,17.636,1,No,25.739,25.739,27.237,1,No,14.268,14.268,16.26,1,Yes,19.17,19.17,23.515,1,Yes,25.484,25.484,27.8,1,No,11.449,11.449,12.977,1,"Yes, onto the track with myself",40.022,41.968,45.204,2,Yes,30.923,30.923,32.565,1,Dieselbe Begründung wie zuvor,Yes,24.995,24.995,25.86,1,"Auch hier eine ähnliche Begründung wie zuvor. Als Ergänzung noch, es gibt verhältnismäßig wenig Aktivisten und gerade diejenigen in einem autokratischen Staat könnten durch andere Staaten unterstützt werden",Yes,21.216,21.216,22.911,1,"Die Möglichkeit sämtliche terroristischen Anschläge, Kinderpornographie etc. zu unterbinden sollte über der allgemeinen Privatsphäre stehen. Zudem besteht noch immer die Möglichkeit, dass ein System die Daten auf Auffälligkeiten untersucht und erst dann die Daten näher untersucht werden. Vorher werden sie nur gescannt.",Yes,22.314,22.314,23.821,1,"Kindesmissbrauch ist gerade heutzutage ein unvermeidliches Thema und sollte man dazu in der Lage sein alle Kinder zumindest online davor zu schützen, wäre das ein annehmbarer Kompromiss. Zudem lassen sich Aktivisten durch diese Hindernisse ohnehin nicht aufhalten",8.323,8.323,10,1,Yes,6.588,6.588,8.436,1,Yes,6.324,6.324,10.867,1,Yes,14.587,14.587,18.48,1,Yes,6.439,6.439,7.667,1,Yes,6.536,6.536,9.595,1,Yes,15.634,33.67,37.934,4,2,2,3,2.364,2.364,104.484,1,"Da Menschen heutzutage viel mehr online machen und dort auch so gut wie alle Tätigkeiten absolvieren und Daten abspeichern, ist der Anteil der Leute, die vertrauenswürdige Daten offline haben, eher gering. Darum lässt sich ein Profil wesentlich leichter über die Daten, die online verfügbar sind, erstellen",4.383,32.925,38.499,5,,25.512,25.512,27.373,1,Agree completely,Agree completely,"Schöne Umfrage, die zum Nachdenken anregt. Wahrscheinlich würden einige dieser Fragen zu einem späteren Zeitpunkt anders beantwortet werden. Vielleicht lohnt es sich diese zu wiederholen",no
100,1064,True,EN,I consent,Yes,35.944,35.944,47.027,1,No,32.727,32.727,33.459,1,No,15.3,15.3,16.675,1,Yes,22.127,61.482,69.034,5,No,13.732,13.732,14.766,1,No,23.083,23.083,23.907,1,"Yes, onto the track with the other person",10.901,33.004,33.916,3,No,17.904,19.59,20.604,2,Removing smartphones makes more sense that breaching privacy of everyone,No,32.648,34.616,48.871,3,"Not everyone should be surveilled for protection against few, better mechanisms is required to minimize the negative aspects forced to other people.",No,5.834,12.057,12.943,2,"Privacy is required for every human’s life.
",No,22.777,22.777,23.735,1,"When there is a chance something goes wrong, it eventually somewhere goes wrong",9.193,9.193,9.833,1,Yes,10.137,10.137,10.726,1,Yes,13.505,13.505,23.488,1,Yes,11.036,11.036,26.772,1,Yes,6.278,6.278,53.595,1,Yes,21.794,21.794,22.479,1,Yes,3.504,76.14,77.385,19,1,2,1,1.198,40.057,49.208,7,Everyone could have something in their phones to be ashamed of but not in their house,4.841,42.456,43.515,13,,10.198,10.198,13.606,1,Agree completely,Agree completely,,yes
100,1151,True,EN,I consent,Yes,14.512,14.512,16.799,1,No,43.903,43.903,46.099,1,No,17.229,17.229,21.791,1,Yes,10.956,10.956,12.421,1,Yes,19.773,19.773,25.736,1,No,72.877,72.877,74.378,1,"Yes, onto the track with myself",30.426,30.426,32.391,1,No,11.3,11.3,13.31,1,It can be used to surpress activists fighting against or unveiling crimes of the state.,No,11.713,11.713,15.35,1,I believe that there again have to be ways to catch perpetrators without infringing peoples rights to privacy and without surpressing the voices of activists,No,16.467,16.467,22.65,1,I believe there is a right to privacy and that its the task of the government to fight cyber-crime in non-invasive ways,No,61.732,61.732,63.282,1,"It has been showed in history not too long ago, that powerful surveillance tools have been misued against civil rights activits and other non-conformist entities. Therefore i would not feel comfortable with an aristocratic government holding such power",13.988,13.988,15.673,1,Yes,6.02,6.02,7.859,1,No,4.662,4.662,6.196,1,No,9.484,9.484,10.919,1,No,3.219,42.011,44.555,4,No,11.597,11.597,13.357,1,Yes,18.993,40.402,43.878,3,3,2,4,3.303,3.303,192.772,1,"I believe that, living space is a space for reclusion, in which one is vulnerable as it is the space of living and meant to bring comfort. The 'online space' in contrast is a space where ones opinions can be found and private information, aswell as expressed feelings. Thus i believe that a short term invasion of the living space is more of an intrusion on a person, as you are invading their safe space, but a long term surveillance of their online presence, is also bad as you can more easily build a framework on their opinions, political or otherwise.",5.243,43.725,45.362,5,,23.466,23.466,25.165,1,Agree completely,Agree somewhat,,no
100,1162,True,EN,I consent,No,17.673,17.673,18.401,1,No,12.808,12.808,13.617,1,No,22.095,22.095,25.096,1,No,18.929,18.929,22.663,1,No,13.976,13.976,15.379,1,No,14.381,14.381,14.701,1,No,6.123,24.834,26.196,2,No,21.655,21.655,54.235,1,Don't think it's still a democracy ,No,28.759,30.794,40.372,2,Doesn't seem right to support both,No,16.405,16.405,22.115,1,No more fun catching cyber criminals ,No,33.016,33.016,44.46,1,I love democracy ,13.058,13.732,16.968,3,Yes,67.049,74.615,76.129,24,No,18.361,18.361,18.917,1,Yes,14.978,14.978,18.058,1,No,5.674,5.674,10.572,1,Yes,11.967,11.967,17.215,1,Yes,2.449,72.724,73.494,16,3,2,2,4.489,149.572,167.963,12,"I don't know, but somehow they don't seem equal.
You can invite anyone to your house. To your phone / computer not so much.
",4.579,100.407,110.095,26,,7.673,7.673,16.119,1,Agree completely,Agree somewhat,,yes
100,1195,True,DE,I consent,No,20.673,20.673,21.934,1,No,1.114,50.468,51.297,2,No,1.333,22.515,23.253,3,Yes,2.332,16.539,17.561,3,No,11.6,11.6,19.777,1,No,78.819,78.819,81.03,1,No,4.487,30.07,31.653,4,No,0.853,35.021,36.164,2,,No,42.787,69.135,69.772,4,,No,3.344,14.008,36.856,2,Value of privacy is too high to give up,No,3.531,40.433,41.095,6,,11.426,12.327,13.1,2,Yes,6.417,7.183,8.108,2,No,7.373,7.373,8.194,1,No,27.769,27.769,28.412,1,No,20.182,20.182,21.692,1,No,13.643,13.643,15.986,1,Yes,1.376,49.278,50.326,12,3,3,3,42.256,330.189,330.196,16,,1.708,38.31,39.384,16,,8.3,8.3,9.144,1,Agree completely,Agree completely,,yes
100,1195,True,DE,I consent,Yes,1.11,16.211,16.882,4,No,1.696,61.405,62.024,11,No,1.152,14.935,21.001,4,Yes,5.491,30.49,31.295,5,No,1.262,24.834,25.588,5,No,1.214,23.626,24.301,4,No,1.362,34.025,34.737,5,Yes,2.208,59.516,60.087,25,"wenn der staat seine demokratie wirklich durchsetzt, vertraue ich darauf, dass die Überwachung im richtigen Ausmaß sein wird",No,0.701,46.315,46.801,10,"der autokratische staat tendiert historisch allein gesehen eher dazu, die Software mehr auszunutzen als sinnvoll gegen die Kriminalitàt einzusetzen. Außerdem machen es sich autokratische Staaten eh wie es ihnen passt /shrug",Yes,1.356,20.565,21.888,6,"falls alle Straftaten dadurch aufgedeckt und damit lösbar werden, steigert dies die Hemmschwelle von Straftätern in der Zukunft (also nach Bekanntwerden des Erfolgs), weitere Straftaten zu begehen",Yes,0.745,53.838,60.971,20,"wenn ich in einem demokratischen Land lebe, ist das risiko, autokratisch zu werden, natürlich immer da, aber ich glaube in dem Moment der Einführung der Software nicht daran, dass es so kommen wird. Da muss schon mehr passieren und die Demokraten müssten schweigen.",2.474,8.821,9.539,3,Yes,1.195,11.966,12.487,7,Yes,2.344,11,11.527,5,Yes,0.757,8.529,9.339,2,No,5.723,7.924,8.7,2,Yes,1.888,13.231,13.722,5,Yes,1.226,83.291,83.8,28,3,4,3,1.218,123.221,123.945,12,"Mit der überwachung von Wohnraum kann ich zeitlich länger überwacht werden am Tag, ggf kann dies bei geeigneter Perspektive und Auflösung auch die andere Überwachung einschließen. Da manche Menschen nicht viel ihres Privatlebens auf ihrem Handy / Computer verbringen, sondern eher zuhause, ist dies f<r mich ein größerer Eingriff",0.822,54.244,54.95,50,,1.111,12.523,13.382,5,Agree somewhat,Agree somewhat,,no
100,1123,True,DE,I consent,Yes,11.252,11.252,12.851,1,No,10.008,10.008,11.86,1,No,20.701,20.701,22.127,1,Yes,9.216,9.216,10.51,1,No,10.066,10.066,11.691,1,No,15.174,15.174,22.722,1,"Yes, onto the track with the other person",4.034,26.959,34.017,3,No,28.579,28.579,29.826,1,"Nein, außerdem kommt es mir komisch vor dass ein demokratischer Staat unbequeme politische Aktivisten überwachen darf...",No,10.685,10.685,11.901,1,"Vgl. meine Antwort bei der vorherigen Frage. Der Aspekt, dass bekannt ist, dass die Software in einem Land zur Überwachung von politisch andersdenkenden missbraucht wird, bestärkt mein ""Nein"" nur noch weiter.",No,20.659,20.659,21.884,1,Das Konzept des Generalverdachts gefällt mir nicht. Außerdem würden Verbrecher einfach ihre Mobiltelefone wegwerfen und dann so weitermachen.,No,51.517,51.517,53.811,1,"Hier muss man das Recht auf Privatsphäre und die Möglichkeit, verbrecher zu fassen gegeneinander aufwiegen. In dem konkreten Beispiel ist es meiner Meinung nach nicht verhältnismäßig, die Handys von allen zu überwachen, nur um wenige Verbrecher zu fassen (Generalverdacht?!). Da es sich bei der Software um Closed-Source-Software handelt, kann auch nicht sichergestellt werden ob nicht auch andere Aspekte meines Lebens über mein Mobiltelefon überwacht werden.",6.52,6.52,8.929,1,Yes,4.004,9.745,11.3,2,Yes,13.749,13.749,16.664,1,Yes,13.383,13.383,15.082,1,Yes,8.627,8.627,10.174,1,No,12.932,12.932,14.212,1,Yes,16.584,31.43,36.145,3,2,3,5,3.748,33.851,139.98,2,"Die Überwachung von Wohnraum ""fühlt"" sich verletzender an. Tatsächlich haben die meisten Menschen ihre sehr privaten Daten eher auf ihren technischen Endgeräten als in physikalischer Form in ihrer Wohnung.",4.822,31.71,37.199,5,,4.313,4.313,6.413,1,Agree completely,Agree completely,"Ein Wesentlicher Unterschied für mich ist, ob bei jedem Überwachungssoftware installiert wird (Generalverdacht, ist mmn abzulehnen) oder nur mit richterlichem Beschluss bei Personen wo ein Anfangdverdacht einer Straftat besteht.",no
100,1215,True,DE,I consent,Yes,11.919,11.919,22.524,1,Yes,22.169,37.968,39.443,5,No,10.21,10.21,23.022,1,Yes,13.483,13.483,18.902,1,No,20.095,25.528,27.636,2,No,18.203,18.203,19.345,1,"Yes, onto the track with the other person",25.145,25.145,29.635,1,No,29.47,29.47,33.331,1,Privacy outweighs surveillance benefits in my opinion.,No,20.098,23.211,33.441,2,Privacy outweighs the benefits of surveillance in my opinion.,No,29.451,29.451,32.288,1,Privacy outweighs the benefits of surveillance in my opinion.,No,15.215,16.89,20.824,2,Privacy outweighs the benefits of surveillance in my opinion.,10.281,10.281,24.2,1,Yes,36.113,84.687,90.55,3,No,3.942,3.942,7.384,1,No,7.802,7.802,19.835,1,No,20.989,20.989,32.518,1,No,9.913,9.913,33.586,1,Yes,6.648,76.227,77.548,20,1,1,1,7.33,203.199,203.941,11,"Smartphones store a lot more private information. With the information of a smartphone the everyday life of a person can be completely reconstructed, including all contacts to other persons. This is not possible by just searching the living space of a person.",4.01,83.361,84.143,14,,3.761,3.761,10.576,1,Agree completely,Agree completely,,yes
100,2079,True,DE,I consent,Yes,24.412,24.412,27.547,1,No,16.118,16.118,17.462,1,No,28.728,28.728,29.9,1,No,28.821,28.821,31.129,1,No,54.707,54.707,57.315,1,No,34.083,34.083,35.399,1,"Yes, onto the track with myself",6.784,79.129,81.256,2,No,19.975,19.975,21.458,1,,No,43.128,43.128,44.594,1,"It is always difficult to define what makes a person uneasy for the government, especially an autocratic one. So they would and probably will use it to silence, imprison or ""remove"" the people that oppose them.
This should not be allowed!",No,16.127,16.127,18.969,1,"Who regulates that? 
It will be chaotic and I strongly believe it will be abused for different things.",Yes,28.854,28.854,30.263,1,If there is only a slight possibility then I would think it is okay. Otherwise you would never be able to conduct this because we dont know what the future holds.,10.499,10.499,11.901,1,Yes,11.171,11.171,12.491,1,No,10.844,10.844,12.2,1,No,5.989,5.989,9.5,1,No,13.71,13.71,15.278,1,No,18.578,18.578,19.901,1,No,21.631,39.464,42.819,3,4,3,4,8.641,174.423,176.4,10,"For me my home is a safe space which should not be barged into by an uninvited party so I think I would feel more invaded in my privacy if they surveillance or search my home. 
On the other hand, there is more information about what I do on my smartphone.

In short home is who I am and phone is what I do.",5.271,56.874,58.1,5,,9.547,9.547,10.969,1,Agree somewhat,Agree completely,Does the tram have people on it? Some questions said that there was a chance for derailment. If a tram that has people on it derails there can be potentially a large sum of injuries and in bad cases death which were not mentioned in the questions.,no
100,1261,True,DE,I consent,Yes,10.179,10.179,11.239,1,No,5.849,31.926,32.937,5,No,4.704,31.58,32.928,6,Yes,15.672,110.539,111.634,5,Yes,14.655,14.655,15.682,1,Yes,29.581,32.431,36.005,5,"Yes, onto the track with the other person",76.57,76.57,77.649,1,No,38.974,97.974,101.041,26,"Annahme: Die Aktivisten sind nicht Kriminelle, bzw. sind maximal whistleblower, die verstöße gegen Menschenrechte aufdecken. 

Dennoch ist das missbrauchspotential im Falle eines Politischen Wandels zu hoch",No,2.15,17.252,19.069,5,,No,10.077,10.077,11.007,1,Grundsätzlich sollte Privatsphäre geschützt werden. 1984,No,52.533,52.533,53.995,1,"Das ist die Grundidee, weshalb Föderalismus in Deutschland existiert. Man möchte es grundsätzlich so schwer wie möglich machen, dass eine potentielle zukünftige Autokratische Regierung Daten missbraucht. Man kann sich vorstellen was bspw. die Nationalsozialisten getan hätten, wenn sie bereits von Anfang an eine vollständige Übersicht über die politische Gesinnung aller Bürger gehabt hätte.",10.501,10.501,26.654,1,Yes,15.325,15.325,17.523,1,Yes,7.307,8.526,14.866,2,Yes,5.085,9.149,10.413,3,Yes,3.164,10.214,11.71,3,No,7.211,7.211,11.901,1,Yes,14.898,38.213,40.476,4,4,4,4,1.395,42.035,45.052,5,"Das eine ist unverzichtbar zum überleben, das andere nicht. ",1.909,42.981,48.02,10,,6.139,12.766,14.144,2,Agree completely,Agree completely,,no
100,1222,True,DE,I consent,Yes,15.397,15.397,18.749,1,No,18.744,18.744,20.162,1,No,25.832,25.832,29.3,1,Yes,17.373,17.373,18.684,1,Yes,24.186,24.186,25.325,1,Yes,49.82,49.82,50.964,1,"Yes, onto the track with the other person",44.969,44.969,46.191,1,No,15.185,15.185,16.771,1,"Nur Smartphones, dann wird über kurz oder lang auf andere Geräte für die Verbreitung umgestiegen. Und auch hier finde ich wiederum den Schutz der Privatsphäre unheimlich wichtig. ",No,41.693,41.693,43.175,1,"In meinem Verständnis einer Demokratie ist die Privatsphäre eines der höchsten schützenswerten Güter der Gesellschaft.
In einer Autokratie könnten auch andere Mittel und Wege eingeführt werden um diese Verbrechen aufzuklären.",No,18.037,18.037,19.771,1,Es gibt viele Berufsgruppen die Digitale Privatsphäre benötigen. Z.B. Journalisten oder Ermittler bei Geheimdiensten oder Polizei.,No,33.595,33.595,35.003,1,Die Gefahr eine Demokratie zu verlieren sehe ich als sehr schwerwiegend an. Schwerwiegender als den Schutz der Kinder / Opfer. ,6.75,8.612,13.656,2,Yes,22.854,22.854,24.035,1,No,20.751,20.751,22.657,1,No,15.791,15.791,17.006,1,No,6.434,6.434,7.631,1,No,12.57,12.57,15.386,1,Yes,34.067,43.497,45.618,3,3,1,1,7.155,7.155,87.57,1,"Der Wohnraum ist begrenzt. Das Handy / Computer hat man öfter dabei und dort sind sehr viele Private Inhalte abgespeichert die nicht bekannt werden sollen, die Wohnung zeigt man Freunden und Bekannten gerne vor.",6.134,43.451,46.234,6,,21.229,21.229,22.665,1,Agree completely,Agree completely,"Zur Frage mit Edward Snowden:
Ich denke er ist weder ein Held noch ein Verräter aber es ist gut was er gemacht hat auch wenn ich es nicht gut finde, dass er gegen Gesetzte verstoßen hat. 

PS: Mit hat die Attention Check Frage gefehlt, oder ich habe Sie nicht entdeckt :-)",no
